issue_id,project,worklog_id,person,component,component_description,time_spent,date,time
6923,Internal Networks and Systems,30074,kyang,applications,group; work related to our applications,0.166666667,5/16/17,3:15:00
6923,Internal Networks and Systems,30074,kyang,console,tool/service; should usually also have user_management as that's really all our team does with console,0.166666667,5/16/17,3:15:00
6923,Internal Networks and Systems,30074,kyang,functional,type of work,0.166666667,5/16/17,3:15:00
6924,Internal Networks and Systems,30075,kyang,applications,group; work related to our applications,0.083333333,5/16/17,3:21:00
6924,Internal Networks and Systems,30075,kyang,console,tool/service; should usually also have user_management as that's really all our team does with console,0.083333333,5/16/17,3:21:00
6924,Internal Networks and Systems,30075,kyang,functional,type of work,0.083333333,5/16/17,3:21:00
6924,Internal Networks and Systems,30102,kyang,applications,group; work related to our applications,0.016666667,5/17/17,3:14:00
6924,Internal Networks and Systems,30102,kyang,console,tool/service; should usually also have user_management as that's really all our team does with console,0.016666667,5/17/17,3:14:00
6924,Internal Networks and Systems,30102,kyang,functional,type of work,0.016666667,5/17/17,3:14:00
6925,Internal Networks and Systems,30069,kyang,applications,group; work related to our applications,0.016666667,5/16/17,2:54:00
6925,Internal Networks and Systems,30069,kyang,functional,type of work,0.016666667,5/16/17,2:54:00
6925,Internal Networks and Systems,30069,kyang,public_wiki,"tool/service; wiki.appnexus.com, to be used in conjunction with corp_wiki if general Confluence work is being done",0.016666667,5/16/17,2:54:00
6926,Internal Networks and Systems,30087,kyang,applications,group; work related to our applications,0.25,5/16/17,7:10:00
6926,Internal Networks and Systems,30087,kyang,functional,type of work,0.25,5/16/17,7:10:00
6926,Internal Networks and Systems,30087,kyang,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,5/16/17,7:10:00
6927,Internal Networks and Systems,30092,kyang,applications,group; work related to our applications,0.5,5/16/17,8:26:00
6927,Internal Networks and Systems,30092,kyang,functional,type of work,0.5,5/16/17,8:26:00
6927,Internal Networks and Systems,30092,kyang,slack,tool/service,0.5,5/16/17,8:26:00
6929,Internal Networks and Systems,30100,jevans,applications,group; work related to our applications,0.25,5/17/17,2:54:00
6929,Internal Networks and Systems,30100,jevans,fileserver,tool/service,0.25,5/17/17,2:54:00
6929,Internal Networks and Systems,30100,jevans,functional,type of work,0.25,5/17/17,2:54:00
6930,Internal Networks and Systems,30091,jevans,applications,group; work related to our applications,0.083333333,5/16/17,7:59:00
6930,Internal Networks and Systems,30091,jevans,fileserver,tool/service,0.083333333,5/16/17,7:59:00
6930,Internal Networks and Systems,30091,jevans,functional,type of work,0.083333333,5/16/17,7:59:00
6931,Internal Networks and Systems,30099,kyang,applications,group; work related to our applications,0.083333333,5/17/17,2:41:00
6931,Internal Networks and Systems,30099,kyang,console,tool/service; should usually also have user_management as that's really all our team does with console,0.083333333,5/17/17,2:41:00
6931,Internal Networks and Systems,30099,kyang,functional,type of work,0.083333333,5/17/17,2:41:00
6932,Internal Networks and Systems,30111,kyang,applications,group; work related to our applications,0.05,5/17/17,6:22:00
6932,Internal Networks and Systems,30111,kyang,functional,type of work,0.05,5/17/17,6:22:00
6932,Internal Networks and Systems,30111,kyang,ldap,tool/service,0.05,5/17/17,6:22:00
6933,Internal Networks and Systems,30167,kyang,applications,group; work related to our applications,0.5,5/22/17,3:48:00
6933,Internal Networks and Systems,30167,kyang,functional,type of work,0.5,5/22/17,3:48:00
6934,Internal Networks and Systems,30108,awestfall,break/fix,type of work,1.5,5/17/17,4:39:00
6934,Internal Networks and Systems,30108,awestfall,global_infra,group; work related to our global infrastructure,1.5,5/17/17,4:39:00
6934,Internal Networks and Systems,30108,awestfall,networking,tool/service,1.5,5/17/17,4:39:00
6934,Internal Networks and Systems,30120,awestfall,break/fix,type of work,4,5/17/17,9:29:00
6934,Internal Networks and Systems,30120,awestfall,global_infra,group; work related to our global infrastructure,4,5/17/17,9:29:00
6934,Internal Networks and Systems,30120,awestfall,networking,tool/service,4,5/17/17,9:29:00
6935,Internal Networks and Systems,30143,kyang,applications,group; work related to our applications,0.083333333,5/19/17,5:06:00
6935,Internal Networks and Systems,30143,kyang,console,tool/service; should usually also have user_management as that's really all our team does with console,0.083333333,5/19/17,5:06:00
6935,Internal Networks and Systems,30143,kyang,functional,type of work,0.083333333,5/19/17,5:06:00
6936,Internal Networks and Systems,30115,kyang,applications,group; work related to our applications,3,5/17/17,6:30:00
6936,Internal Networks and Systems,30115,kyang,bitbucket,tool/service,3,5/17/17,6:30:00
6936,Internal Networks and Systems,30115,kyang,break/fix,type of work,3,5/17/17,6:30:00
6936,Internal Networks and Systems,30115,kyang,jira,tool/service,3,5/17/17,6:30:00
6936,Internal Networks and Systems,30158,kyang,applications,group; work related to our applications,1,5/19/17,8:53:00
6936,Internal Networks and Systems,30158,kyang,bitbucket,tool/service,1,5/19/17,8:53:00
6936,Internal Networks and Systems,30158,kyang,break/fix,type of work,1,5/19/17,8:53:00
6936,Internal Networks and Systems,30158,kyang,jira,tool/service,1,5/19/17,8:53:00
6937,Internal Networks and Systems,30121,kyang,break/fix,type of work,0.016666667,5/18/17,1:40:00
6937,Internal Networks and Systems,30121,kyang,devops,group; work related to devops,0.016666667,5/18/17,1:40:00
6937,Internal Networks and Systems,30121,kyang,vertica_feed,tool/service,0.016666667,5/18/17,1:40:00
6938,Internal Networks and Systems,30126,rdw,adp_feed,tool/service,0.5,5/18/17,4:11:00
6938,Internal Networks and Systems,30126,rdw,break/fix,type of work,0.5,5/18/17,4:11:00
6938,Internal Networks and Systems,30126,rdw,devops,group; work related to devops,0.5,5/18/17,4:11:00
6939,Internal Networks and Systems,30144,kyang,applications,group; work related to our applications,0.016666667,5/19/17,5:10:00
6939,Internal Networks and Systems,30144,kyang,console,tool/service; should usually also have user_management as that's really all our team does with console,0.016666667,5/19/17,5:10:00
6939,Internal Networks and Systems,30144,kyang,functional,type of work,0.016666667,5/19/17,5:10:00
6939,Internal Networks and Systems,30637,kyang,applications,group; work related to our applications,0.083333333,6/19/17,2:14:00
6939,Internal Networks and Systems,30637,kyang,console,tool/service; should usually also have user_management as that's really all our team does with console,0.083333333,6/19/17,2:14:00
6939,Internal Networks and Systems,30637,kyang,functional,type of work,0.083333333,6/19/17,2:14:00
6943,Internal Networks and Systems,30159,kyang,applications,group; work related to our applications,0.166666667,5/19/17,8:54:00
6943,Internal Networks and Systems,30159,kyang,bitbucket,tool/service,0.166666667,5/19/17,8:54:00
6943,Internal Networks and Systems,30159,kyang,functional,type of work,0.166666667,5/19/17,8:54:00
6943,Internal Networks and Systems,30159,kyang,jira,tool/service,0.166666667,5/19/17,8:54:00
6944,Internal Networks and Systems,30156,kyang,applications,group; work related to our applications,0.25,5/19/17,8:08:00
6944,Internal Networks and Systems,30156,kyang,corp_wiki,tool/service,0.25,5/19/17,8:08:00
6944,Internal Networks and Systems,30156,kyang,functional,type of work,0.25,5/19/17,8:08:00
6945,Internal Networks and Systems,30166,kyang,applications,group; work related to our applications,0.016666667,5/22/17,3:47:00
6945,Internal Networks and Systems,30166,kyang,functional,type of work,0.016666667,5/22/17,3:47:00
6945,Internal Networks and Systems,30166,kyang,spotfire,tool/service,0.016666667,5/22/17,3:47:00
6945,Internal Networks and Systems,30166,kyang,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.016666667,5/22/17,3:47:00
6946,Internal Networks and Systems,30155,kyang,applications,group; work related to our applications,0.033333333,5/19/17,8:06:00
6946,Internal Networks and Systems,30155,kyang,console,tool/service; should usually also have user_management as that's really all our team does with console,0.033333333,5/19/17,8:06:00
6946,Internal Networks and Systems,30155,kyang,functional,type of work,0.033333333,5/19/17,8:06:00
6947,Internal Networks and Systems,30140,rdw,devops,group; work related to devops,0.5,5/19/17,4:20:00
6947,Internal Networks and Systems,30140,rdw,drt_data,tool/service,0.5,5/19/17,4:20:00
6947,Internal Networks and Systems,30140,rdw,functional,type of work,0.5,5/19/17,4:20:00
6948,Internal Networks and Systems,30214,rdw,break/fix,type of work,1,5/24/17,6:10:00
6948,Internal Networks and Systems,30214,rdw,centerstone_feed,tool/service,1,5/24/17,6:10:00
6948,Internal Networks and Systems,30214,rdw,devops,group; work related to devops,1,5/24/17,6:10:00
6949,Internal Networks and Systems,30151,rdw,break/fix,type of work,0.5,5/19/17,7:23:00
6949,Internal Networks and Systems,30151,rdw,centerstone_feed,tool/service,0.5,5/19/17,7:23:00
6949,Internal Networks and Systems,30151,rdw,devops,group; work related to devops,0.5,5/19/17,7:23:00
6950,Internal Networks and Systems,30145,rdw,devops,group; work related to devops,0.083333333,5/19/17,5:31:00
6950,Internal Networks and Systems,30145,rdw,functional,type of work,0.083333333,5/19/17,5:31:00
6951,Internal Networks and Systems,30170,kyang,applications,group; work related to our applications,0.25,5/22/17,5:04:00
6951,Internal Networks and Systems,30170,kyang,functional,type of work,0.25,5/22/17,5:04:00
6951,Internal Networks and Systems,30170,kyang,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,5/22/17,5:04:00
6952,Internal Networks and Systems,30153,jevans,applications,group; work related to our applications,0.25,5/19/17,8:02:00
6952,Internal Networks and Systems,30153,jevans,exchange,tool/service,0.25,5/19/17,8:02:00
6952,Internal Networks and Systems,30153,jevans,functional,type of work,0.25,5/19/17,8:02:00
6953,Internal Networks and Systems,30165,rdw,break/fix,type of work,0.166666667,5/22/17,2:18:00
6953,Internal Networks and Systems,30165,rdw,centerstone_feed,tool/service,0.166666667,5/22/17,2:18:00
6953,Internal Networks and Systems,30165,rdw,devops,group; work related to devops,0.166666667,5/22/17,2:18:00
6954,Internal Networks and Systems,30172,jevans,applications,group; work related to our applications,0.25,5/22/17,7:03:00
6954,Internal Networks and Systems,30172,jevans,functional,type of work,0.25,5/22/17,7:03:00
6954,Internal Networks and Systems,30172,jevans,spotfire,tool/service,0.25,5/22/17,7:03:00
6955,Internal Networks and Systems,30180,jevans,applications,group; work related to our applications,0.25,5/22/17,8:37:00
6955,Internal Networks and Systems,30180,jevans,functional,type of work,0.25,5/22/17,8:37:00
6955,Internal Networks and Systems,30180,jevans,mx_filter,tool/service,0.25,5/22/17,8:37:00
6957,Internal Networks and Systems,30187,kyang,applications,group; work related to our applications,0.5,5/23/17,2:23:00
6957,Internal Networks and Systems,30187,kyang,bitbucket,tool/service,0.5,5/23/17,2:23:00
6957,Internal Networks and Systems,30187,kyang,functional,type of work,0.5,5/23/17,2:23:00
6958,Internal Networks and Systems,30173,jevans,applications,group; work related to our applications,0.25,5/22/17,7:07:00
6958,Internal Networks and Systems,30173,jevans,functional,type of work,0.25,5/22/17,7:07:00
6958,Internal Networks and Systems,30173,jevans,mx_filter,tool/service,0.25,5/22/17,7:07:00
6959,Internal Networks and Systems,30181,jevans,applications,group; work related to our applications,0.25,5/22/17,8:51:00
6959,Internal Networks and Systems,30181,jevans,console,tool/service; should usually also have user_management as that's really all our team does with console,0.25,5/22/17,8:51:00
6959,Internal Networks and Systems,30181,jevans,functional,type of work,0.25,5/22/17,8:51:00
6960,Internal Networks and Systems,30553,jhoule,applications,group; work related to our applications,0.25,6/14/17,5:38:00
6960,Internal Networks and Systems,30553,jhoule,drt_data,tool/service,0.25,6/14/17,5:38:00
6960,Internal Networks and Systems,30553,jhoule,functional,type of work,0.25,6/14/17,5:38:00
6960,Internal Networks and Systems,30553,jhoule,spotfire,tool/service,0.25,6/14/17,5:38:00
6960,Internal Networks and Systems,30553,jhoule,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,6/14/17,5:38:00
6961,Internal Networks and Systems,30182,jevans,applications,group; work related to our applications,0.25,5/22/17,8:52:00
6961,Internal Networks and Systems,30182,jevans,console,tool/service; should usually also have user_management as that's really all our team does with console,0.25,5/22/17,8:52:00
6961,Internal Networks and Systems,30182,jevans,functional,type of work,0.25,5/22/17,8:52:00
6964,Internal Networks and Systems,30186,kyang,applications,group; work related to our applications,1.5,5/23/17,2:22:00
6964,Internal Networks and Systems,30186,kyang,bitbucket,tool/service,1.5,5/23/17,2:22:00
6964,Internal Networks and Systems,30186,kyang,break/fix,type of work,1.5,5/23/17,2:22:00
6964,Internal Networks and Systems,30922,kyang,applications,group; work related to our applications,3,7/6/17,8:20:00
6964,Internal Networks and Systems,30922,kyang,bitbucket,tool/service,3,7/6/17,8:20:00
6964,Internal Networks and Systems,30922,kyang,break/fix,type of work,3,7/6/17,8:20:00
6964,Internal Networks and Systems,31088,kyang,applications,group; work related to our applications,1,7/12/17,6:42:00
6964,Internal Networks and Systems,31088,kyang,bitbucket,tool/service,1,7/12/17,6:42:00
6964,Internal Networks and Systems,31088,kyang,break/fix,type of work,1,7/12/17,6:42:00
6964,Internal Networks and Systems,31227,kyang,applications,group; work related to our applications,0.166666667,7/21/17,2:55:00
6964,Internal Networks and Systems,31227,kyang,bitbucket,tool/service,0.166666667,7/21/17,2:55:00
6964,Internal Networks and Systems,31227,kyang,break/fix,type of work,0.166666667,7/21/17,2:55:00
6965,Internal Networks and Systems,30213,jevans,applications,group; work related to our applications,0.25,5/24/17,3:51:00
6965,Internal Networks and Systems,30213,jevans,console,tool/service; should usually also have user_management as that's really all our team does with console,0.25,5/24/17,3:51:00
